单间 | 苏宁睿城 河西万达 精金花园 集庆门大街 万达西地精 1350元/月,奥体精金花园,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-h41GQp904pn7qm0_e9clsHx_7k2_EqtKoP_bky7S31WgVjZn7nHPIj76gIcbHwYe23qkt3EzCuzzMWIdRJ4jzwZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQ_UScVvdqzlaRdszeCCh7jaApDR5hWRpH8YZE29olTwQAgM-j1nJ4ig&local=172&pubid=30519141&apptype=0&psid=110112032199648476633347679&entinfo=33684106037058_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 河定桥新苑 免费宽带 押一付一 房租月付无压力 931元/月,岔路口河定桥新苑,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-g5G_wPPh4bwC3L62Ak3HRMx_7k2_EqtKqiq1FUwOyqyoqqBsdtzEqO7bPyKFQTpiHbETmrl-meLeimayopebcEr-QuiAazy32ZP8Bnp73E3fK4Hv_B4rVWiZeCh3rt0aotZEw-WDV9K0gnTnuV4ut2oMzJts5psgXC6WDrQHwOylouVjHO1K_2&local=172&pubid=30551792&apptype=0&psid=110112032199648476633347679&entinfo=33687629562955_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 新城市假日龙江地铁口新城市广场宽窄巷子金润发主卧出租 1200元/月,江东新城市假日,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-ihpqa8p0nrqG-3LjpSjIhGx_7k2_EqtKo_NhH-GuyMP0S4c3kHVkUu9wZ5vFL9Fjg8Zi83XQE3mXayiPyJ8f3mZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQqgS6GM1jc3YGeWqsHo5HWqApDR5hWRpH8YZE29olTwRc8ulvGerdGQ&local=172&pubid=30538722&apptype=0&psid=110112032199648476633347679&entinfo=33685900492993_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 南京南站 龙西新寓 绿地之窗 精装非中介免物业 新都 800元/月,岔路口龙西新寓,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-ik7Q6eD2ml8mLq3yW-cP0yx_7k2_EqtKpj0XABvQYPnamHLiBr2a3joQIXenspoCfbETmrl-meLeimayopebcEr-QuiAazy32ZP8Bnp73E3fK4Hv_B4rVWbQG8F4F8zfO0I4rO5-w2_UgnTnuV4ut2oMzJts5psgXC6WDrQHwOylouVjHO1K_2&local=172&pubid=30529388&apptype=0&psid=110112032199648476633347679&entinfo=33685220383810_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 集庆门大街地铁2号线 苏宁慧谷 河西万达 苏宁睿城精 1500元/月,江东苏宁睿城,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-iUvRRp5mPK8_O2HkDoyqWnx_7k2_EqtKoOjRvBGA50sYpb1THK4yVp9wZ5vFL9Fjg8Zi83XQE3mXayiPyJ8f3mZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQwg6Z0z3KAsvxnCvs0klstaApDR5hWRpH8YZE29olTwRc8ulvGerdGQ&local=172&pubid=30491572&apptype=0&psid=110112032199648476633347679&entinfo=33683047239353_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 翰香苑 宽带WiFi全免 双周保洁 上门维修 手慢无 1160元/月,秣陵翰香苑,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-jjnEog11xM1c14l7Y6gGO5x_7k2_EqtKqiq1FUwOyqyunhSkzJEAuAGUUBZL3i6bIZPs9EqCLyicl3oc6s5mPfZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQj2bRIZ6OoMQpQMbRMIm56qApDR5hWRpH8YZE29olTwRse5YgWH6m9Q&local=172&pubid=30553053&apptype=0&psid=110112032199648476633347679&entinfo=33687555750343_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 协众水岸风华 蛋壳公寓直租 免费WiFi 随时看房 1020元/月,科学园协众水岸风华,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-jxkyFSh2lKd3CFLcfMkKZXx_7k2_EqtKqiq1FUwOyqyjtNsWEjNl_LhBDtZ1AFs6tM7dSMdU1bF9SEUM9Qe6Azr-QuiAazy32ZP8Bnp73E3fK4Hv_B4rVWgqdfsxS28VS5SJH_5mIX_EgnTnuV4ut2oMzJts5psgVkSWobrIgnyFouVjHO1K_2&local=172&pubid=30545549&apptype=0&psid=110112032199648476633347679&entinfo=33686959220267_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 绿地悦峰公馆 单间700起租 家电齐全 押一付一 700元/月,高新绿地悦峰公馆,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-iA-0DwdfejrkH6bg6Vd3lux_7k2_EqtKrP9BQOK_q2qJhoXUomvaZi7bPyKFQTpiFM7dSMdU1bFwnvvgbI7V3tr-QuiAazy32ZP8Bnp73E3fK4Hv_B4rVWrdE0KnJSGyATbb7EIEWmmUgnTnuV4ut2oMzJts5psgV34ujLjmz341ouVjHO1K_2&local=172&pubid=30510221&apptype=0&psid=110112032199648476633347679&entinfo=33683706281905_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 江海大院 热河南路三岔河世江景房主卧出租精装月付可做 1300元/月,热河南路江海大院,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-jou9OHkr0Wh9_5g3vXWg1Vx_7k2_EqtKrCEoQOXSZyCiQLK2rORmiCGUUBZL3i6bKUAg2G4Ng3nWOaYFQoyojuZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQ6fkL9uzatYloK9EXxOwIbKApDR5hWRpH8YZE29olTwRALSL0ieR4pQ&local=172&pubid=30530539&apptype=0&psid=110112032199648476633347679&entinfo=33685414267594_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 江宁万达广场租房 骆村新寓 阳台主卧 简单清新 采光 1230元/月,科学园骆村新寓,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-hwderLyaZdY6OYLszQX0lex_7k2_EqtKrrONzgIFdZnjjf4Xi-qeaZ7bPyKFQTpiFM7dSMdU1bF9SEUM9Qe6Azr-QuiAazy32ZP8Bnp73E3fK4Hv_B4rVW0O4YdaBBImjaUtGxjAa9xUgnTnuV4ut2oMzJts5psgVkSWobrIgnyFouVjHO1K_2&local=172&pubid=30518189&apptype=0&psid=110112032199648476633347679&entinfo=33683482816700_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 三号线秣周东路地铁口 翠屏诚园 包网包物业 无中介费 1050元/月,秣陵翠屏诚园,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-gKtDv4khvADX_CCVUA9MLox_7k2_EqtKqNnsVZYaOR0LKasWygOYI5GUUBZL3i6bIZPs9EqCLyicl3oc6s5mPfZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQWsOQfayZvDwyb-o2Je4A3aApDR5hWRpH8YZE29olTwRse5YgWH6m9Q&local=172&pubid=29349786&apptype=0&psid=110112032199648476633347679&entinfo=33485698376393_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 兴隆大街直达奥体 河西CBD旁 凯旋丽都花园 精装单 1400元/月,兴隆兴隆新寓兴宏园,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-iKpMeuE7FfNK4XjlsyFXJTx_7k2_EqtKrHNvN-Y4Y5pRgh1i6k0Tb-rE2gJv3TDO63qkt3EzCuz24ugUfNwQOAZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQJhyT4ZP2drQZvgLgFZ2DqKApDR5hWRpH8YZE29olTwQZGh4GRyRWQQ&local=172&pubid=30359245&apptype=0&psid=110112032199648476633347679&entinfo=33653360003397_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
整租 | 别挑了 就这套适合你 佳兆业城市广场4室 快 5500元/月,奥体佳兆业城市广场,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjpdRkNz3Q5xoKYl4Bi0ja0TzUXTONb8QOaJjBVC1HjdLyBP1ZKMCGY0owiI1undwZLhIZEXuwdnseEvZYetOdm5wYSCpv__JRYukfCbRGVaWhwAwIAsnVFXwBJEG1eTyTIsiu1SCX0XjjhktWrmwxARNJF5Okhf7UEgnTnuV4ut2oMzJts5psgUWrYpMfszk_g&local=172&pubid=30516238&apptype=0&psid=110112032199648476633347679&entinfo=33683531437510_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 鼓楼龙江热河南路三汊河宝船遗址公园金陵湾热河南路 新 1200元/月,龙江恒盛金陵湾,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-icXtzhDkkIzdN38rb7qy1yx_7k2_EqtKoP_bky7S31WjLXBsBNrb5j9wZ5vFL9FjjbETmrl-meLW10lW1l16HHr-QuiAazy32ZP8Bnp73E3fK4Hv_B4rVW3AfuXQC298gsMMjCpaNOt0gnTnuV4ut2oMzJts5psgUPeiidGVyYDFouVjHO1K_2&local=172&pubid=30530182&apptype=0&psid=110112032199648476633347679&entinfo=33685215588781_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 3号线秣周东路地铁口 翠屏诚园 单间精装 家电齐全拎 1000元/月,秣陵翠屏诚园,http://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTEOlc8juoQMl5YxApGNcg0UjZpk1zEffDjvZrKof8T9H1Etf3gzeNV-iXzgLCG0yFWZXt3jAr8xwjx_7k2_EqtKoi5CNP7AY6--h9dVAAZkE7GUUBZL3i6bIZPs9EqCLyicl3oc6s5mPfZtAUEnEhkw6t-6AkmTIFzHdFoqNyNhGQb0LC1NrGvaus0Vs3ew2jb6ApDR5hWRpH8YZE29olTwRse5YgWH6m9Q&local=172&pubid=30434498&apptype=0&psid=110112032199648476633347679&entinfo=33672307934663_0&cookie=|||&fzbref=0&key=¶ms=busitime^desc
单间 | 卡子门地铁万象都荟商业区 繁华地段 真实图片 独卫 2300元/月,洪家园绿国万象都荟,http://nj.58.com/hezu/33672653404986x.shtml
单间 | 新模范马路地铁站许府巷南邮黑龙江路小区主卧出租零押金 1000元/月,鼓楼周边黑龙江路21号小区,http://nj.58.com/hezu/33672643400395x.shtml
单间 | (单间出租)租房特惠首月减800元 珑湾花园 靠近诚 1280元/月,秣陵新城珑湾花园,http://nj.58.com/hezu/33672643491915x.shtml
整租 | 东元山庄 个人房源 可月付 1000元/月,卫岗东元山庄,http://short.58.com/zd_p/25473413-cf1b-417f-9731-8715df7f1da1/?target=oc-16-xgk_hvimob_88965681030539q-feykn&end=end
整租 | 小市地铁口，出行方便，周边设施齐全三房 2900元/月,小市安怀村,http://short.58.com/zd_p/2a2af039-adf1-42c9-b37c-5e5b11989dfe/?target=oc-16-xgk_hvimob_88968317985981q-feykn&end=end
整租 | 新街口地铁站150米 弘嘉国际酒店公寓 环境舒适 可 4000元/月,新街口东方名苑,http://short.58.com/zd_p/3f2f3d3d-b23e-4c92-ad18-8196f88875b0/?target=oc-16-xgk_hvimob_88997806367787q-feykn&end=end
整租 | （月付）晓庄万寿车站旁阳光雅居（500元）设施全（可 500元/月,万寿阳光雅居,http://short.58.com/zd_p/c678c2d8-840c-49f1-878a-15a0e31755c6/?target=oc-16-xgk_hvimob_88905776203850q-feykn&end=end
整租 | 龙湖冠寓 精装修 电梯房 地铁房 免费公区 社团活动 3800元/月,奥体万科金域缇香,http://short.58.com/zd_p/a761e768-1151-4f6f-9943-d56cde7650b7/?target=oc-16-xgk_hvimob_88901536243835q-feykn&end=end
整租 | 木马公寓 丹凤街 丹凤新寓 价格 拎包入住 设施齐全 2900元/月,丹凤街木马公寓,http://short.58.com/zd_p/3e8ed30f-ebc7-4723-abe1-adbc5eb4a49c/?target=oc-16-xgk_hvimob_88961385992015q-feykn&end=end
整租 | 莉湖春晓精装修三房出租 1700元/月,雄州荣盛莉湖春晓,http://short.58.com/zd_p/4949db5c-d901-4cd2-915a-ff1a4f017f9c/?target=oc-16-xgk_hvimob_88972002620754q-feykn&end=end
整租 | （月付）尧化门尧化新村（600元）家电全（可短租） 600元/月,尧化尧化新村(北区),http://short.58.com/zd_p/208d900c-0f7b-4018-9b13-b7ba3c452b4c/?target=oc-16-xgk_hvimob_88903474644659q-feykn&end=end
整租 | 河西万达苏宁睿城集庆门地铁居家精装两房，设施齐全环境 5000元/月,鼓楼周边苏宁睿城,http://short.58.com/zd_p/3f6a48f2-d746-44ba-8c5c-bc243261f07e/?target=oc-16-xgk_hvimob_88909539701536q-feykn&end=end
整租 | 高业莉湖花园 精装单室套 家电齐全 学租房 诚心出租 900元/月,龙池莉湖花园,http://short.58.com/zd_p/2a9e30d6-4ec3-440b-84fa-c98f9337d15f/?target=oc-16-xgk_hvimob_88968569129539q-feykn&end=end
整租 | 汉中门地铁站150米，，陶李王巷小区，精装两房拎包入 3500元/月,止马营陶李王巷新苑,http://short.58.com/zd_p/78d08aa9-b0d5-44df-915d-42c6657eeff9/?target=oc-16-xgk_hvimob_88949773969248q-feykn&end=end
整租 | 新街口 精装修两房公寓 电梯景观房口 金陵饭店旁 豪 7900元/月,长江路凯润金城,http://short.58.com/zd_p/d5bfbc9a-d716-43dd-a7e6-55f6ee8d46e2/?target=oc-16-xgk_hvimob_88969160569141q-feykn&end=end
整租 | 东柏果园60号 精装修两房整租 2900元/月,三牌楼东柏果园,http://short.58.com/zd_p/d41a512a-b0dd-4674-94ac-a55f8cd9bf5f/?target=oc-16-xgk_hvimob_88995777854379q-feykn&end=end
单间 | 万达广场集庆门大街650-1300 650元/月,鼓楼周边苏宁睿城,http://short.58.com/zd_p/20d183c2-ee2f-4f98-8b24-374e8372527c/?target=oc-16-xgk_ephv_83789923947717q-feykn&end=end
整租 | 龙湖冠寓开业大酬宾，来店看房即有精美礼品一份 2400元/月,上坊大里聚福城华庭北园,http://short.58.com/zd_p/4980c132-c735-4550-8341-8f28561de2a9/?target=oc-16-xgk_hvimob_88961815879085q-feykn&end=end
整租 | 可月付可办房补精金花园靠近地铁二号线集庆门直达新街口 4600元/月,奥体精金花园,http://short.58.com/zd_p/4482211e-cd29-4ce3-bb91-08b64bef9d13/?target=oc-16-xgk_hvimob_88176485183274q-feykn&end=end
整租 | （500元）天隆寺地铁口凤翔新城（可短租）设施全（可 500元/月,铁心桥凤翔新城二期,http://short.58.com/zd_p/e2a2318e-d8d9-48f7-9104-7b007c61b2d9/?target=oc-16-xgk_hvimob_88961600053364q-feykn&end=end
整租 | 东南青年汇同心店 17号开业 工大地铁口 独立卫浴光 1920元/月,江浦同心佳园,http://short.58.com/zd_p/e82089e9-1668-42fc-9a0b-0562a4abc61c/?target=oc-16-xgk_hvimob_88532188746909q-feykn&end=end
整租 | 未来域公寓挹江门三牌楼二附院大桥南路虎踞北路独卫可月 1700元/月,挹江门龙池庵小区,http://short.58.com/zd_p/f2824840-ef3c-45e1-925b-e97c3fa11320/?target=oc-16-xgk_hvimob_88113412115607q-feykn&end=end
整租 | 东方万汇国际公寓(东方万汇城南区) 2室1厅1卫 1800元/月,江浦东方万汇国际公寓(东方万,http://short.58.com/zd_p/a387ac70-e3a4-4f72-835f-10bf6e8a2821/?target=oc-16-xgk_hvimob_83889471619498q-feykn&end=end
整租 | (可月付）中华门地铁口凤凰和美(600元）设施全（可 600元/月,安德门凤凰和美,http://short.58.com/zd_p/060825fe-3cb3-4007-bd9c-25af7b1bf8dc/?target=oc-16-xgk_hvimob_88903789380351q-feykn&end=end
整租 | 汇金新天地 金鹰 新街口 地铁口 同曦 个人房源 拎 2800元/月,开发区湖滨公寓西区,http://short.58.com/zd_p/4c50b86d-9519-4ca7-a8f5-953ba24366ab/?target=oc-16-xgk_hvimob_88969907769602q-feykn&end=end
整租 | 龙湖地产旗下品牌公寓冠寓，看房即有随手礼一份 2400元/月,上坊大里聚福城华庭南园,http://short.58.com/zd_p/a10357ea-3100-4ccd-99c5-883b2f70c370/?target=oc-16-xgk_hvimob_88968227546928q-feykn&end=end
整租 | 东南青年汇同心店 青年公寓房 工大地铁口 独立卫浴光 1920元/月,江浦同心佳园,http://short.58.com/zd_p/743853b5-3430-46ee-b873-636c76bdacee/?target=oc-16-xgk_hvimob_88114793229324q-feykn&end=end
整租 | 东南青年汇同心店 南小姐精装修闺蜜房 光纤入户 工大 1470元/月,江浦同心佳园,http://short.58.com/zd_p/990be1ff-a11c-4e89-9202-b863df19144f/?target=oc-16-xgk_hvimob_88525227010601q-feykn&end=end
整租 | 南京南站地铁口双龙嘉园500元拎包住免宽带（月付可短 500元/月,宁南双龙嘉园,http://short.58.com/zd_p/d5b712fc-d34a-4ace-9321-e77f0250b50b/?target=oc-16-xgk_hvimob_88969703501920q-feykn&end=end
整租 | 常府街 新街口 夫子庙地铁口好房 1800元/月,长白街常府街10-16号小区,http://short.58.com/zd_p/6352e0be-78aa-40af-a815-5214c5778da7/?target=oc-16-xgk_hvimob_88968489739157q-feykn&end=end
整租 | 魔方公寓精装修军总附近地铁近 92周边 拎包入住押一 3340元/月,珠江路竺桥新村,http://short.58.com/zd_p/44ed3534-e569-450c-8496-206389649190/?target=oc-16-xgk_hvimob_88903215213056q-feykn&end=end
整租 | 三牌楼和会街福建路广东路钟阜路新门口精装电梯两室出租 3300元/月,三牌楼三牌楼小区,http://short.58.com/zd_p/86eeb520-174c-4500-8242-1e98935c10a3/?target=oc-16-xgk_hvimob_32703542859334q-feykn&end=end
整租 | 莉湖花园精装修三房出租 1800元/月,龙池莉湖花园,http://short.58.com/zd_p/edc5001d-02b4-4215-b2b9-2b61eb15ef69/?target=oc-16-xgk_hvimob_88972519669103q-feykn&end=end
整租 | 高业房产莉湖花园 3房 精装修 拎包入住 房间采光好 1500元/月,龙池莉湖花园,http://short.58.com/zd_p/90883396-ad2f-413c-9a81-6327b1f4ff87/?target=oc-16-xgk_hvimob_88968506670343q-feykn&end=end
整租 | 可月付龙蟠中路 夫子庙 琥珀巷精装修二房 配套齐无中 3500元/月,长白街琥珀巷小区,http://short.58.com/zd_p/249db644-e2f2-4aa7-956c-9815431287a5/?target=oc-16-xgk_hvimob_88968520004587q-feykn&end=end
整租 | 学则路、汇通路地铁站沿线，精装单身公寓，拎包入住可月 2100元/月,仙林仙居华庭,http://short.58.com/zd_p/c2e58ebe-71da-4401-a677-462c04213112/?target=oc-16-xgk_hvimob_88957734132745q-feykn&end=end
整租 | 石婆婆庵碑亭巷网巾市（500元）（月付）家电全（可短 500元/月,长江路网巾市小区,http://short.58.com/zd_p/9e2898b0-d3f4-4df9-8339-ea1b85422c93/?target=oc-16-xgk_hvimob_88940498740987q-feykn&end=end
